Date,Time,Latitude,Longitude,Number_of_Casualties,Road_Surface_Conditions,Weather_Conditions,Light_Conditions,Speed_Limit
2013-09-11,03:12:49,51.690040760440084,-0.1533190344554885,1,Dry,Other,Darkness - lights unlit,40
2013-09-11,03:37:09,51.68491122406099,0.13457242881055131,5,Frost / ice,Fine,Darkness - lights unlit,20
2013-09-11,06:14:50,51.39397167721165,0.02934748498933193,3,Flood (Over 3cm of water),Other,Darkness - lights lit,50
2013-09-11,12:44:35,51.34013242128483,-0.1715767088426272,4,Frost / ice,Raining,Daylight,60
2013-09-11,01:37:47,51.359313015158364,-0.09681445945090983,5,Snow,Raining,Darkness - lights lit,70
2013-09-11,22:27:00,51.58081426739286,0.2737627646737548,3,Snow,Fine,Darkness - lights lit,30
2013-09-11,02:32:01,51.59030355018131,0.029289197206713857,3,Flood (Over 3cm of water),Snowing,Daylight,60
2013-09-11,00:25:39,51.569694624651284,0.22399618077785988,1,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,20
2013-09-12,04:43:47,51.4344313550969,-0.3569931972231485,2,Wet / Damp,Fine,Darkness - lights unlit,20
2013-09-12,20:37:09,51.36791077590325,-0.11341107500387843,4,Wet / Damp,Other,Darkness - lights unlit,40
2013-09-12,02:28:41,51.532304436780905,0.22692933587604047,5,Snow,Other,Daylight,70
2013-09-12,14:00:35,51.49347217830314,-0.2419103508468659,3,Dry,Other,Darkness - lights lit,50
2013-09-12,02:51:50,51.591533658848924,0.27413135851713666,2,Wet / Damp,Fine,Darkness - lights unlit,50
2013-09-12,17:46:05,51.47654403147425,-0.42233800762107404,3,Dry,Other,Darkness - lights unlit,40
2013-09-12,19:25:22,51.43545587787459,0.2221369362200295,4,Snow,Raining,Daylight,70
2013-09-12,23:00:39,51.4173914309436,-0.14383030234731303,4,Wet / Damp,Other,Daylight,60
2013-09-12,03:24:02,51.3845881280199,-0.4410046678870715,1,Dry,Fine,Darkness - lights lit,50
2013-09-13,02:29:07,51.406298550474666,0.20361727406886998,4,Dry,Other,Darkness - lights lit,70
2013-09-13,19:51:06,51.33793217553764,-0.29844783007270925,4,Wet / Damp,Raining,Darkness - lights unlit,60
2013-09-13,17:10:16,51.43874280437156,-0.4821998996038198,4,Flood (Over 3cm of water),Fine,Darkness - lights unlit,30
2013-09-13,13:33:05,51.31462792494518,-0.39135431554464617,2,Frost / ice,Snowing,Daylight,20
2013-09-13,00:08:27,51.37456553886653,0.02729179351980926,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,30
2013-09-13,18:36:12,51.598708177847776,0.2822491913105559,5,Frost / ice,Fog,Darkness - lights unlit,40
2013-09-13,07:32:31,51.43018759547065,-0.4108302883331866,4,Dry,Snowing,Daylight,50
2013-09-13,03:13:38,51.56729480679094,-0.13044156150019037,5,Wet / Damp,Snowing,Darkness - lights lit,30
2013-09-13,20:38:06,51.58675367023891,-0.355490759241974,4,Snow,Fine,Darkness - lights lit,20
2013-09-14,04:28:42,51.53247413709285,0.09602922728127372,5,Wet / Damp,Fog,Darkness - lights lit,50
2013-09-14,02:02:34,51.683479096546165,-0.4055528801905487,5,Flood (Over 3cm of water),Snowing,Daylight,60
2013-09-14,08:36:19,51.30857594664924,-0.30812660121528834,3,Frost / ice,Other,Darkness - lights lit,50
2013-09-14,22:02:56,51.59546106023526,-0.34287522588074293,2,Wet / Damp,Fog,Daylight,70
2013-09-14,14:39:34,51.68351465757617,-0.05798417570641767,3,Frost / ice,Fog,Daylight,20
2013-09-14,01:23:57,51.64490869174118,0.19854727360050584,3,Flood (Over 3cm of water),Fine,Daylight,50
2013-09-14,07:57:13,51.367157076722,-0.0911278390748651,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,30
2013-09-14,06:48:15,51.43072812250069,-0.453405237782823,1,Wet / Damp,Fine,Darkness - lights unlit,40
2013-09-14,17:55:50,51.368980735950586,-0.04928885552253498,1,Snow,Fog,Darkness - lights unlit,30
2013-09-15,22:36:24,51.540523345525884,0.13801679945440748,2,Snow,Raining,Daylight,70
2013-09-15,10:08:03,51.5848751927918,-0.39427504215654186,4,Frost / ice,Fine,Daylight,50
2013-09-15,20:22:53,51.426829507745225,-0.44183102852432665,5,Wet / Damp,Raining,Darkness - lights unlit,70
2013-09-15,09:27:49,51.51580262959372,-0.34975377795394474,2,Dry,Snowing,Darkness - lights lit,60
2013-09-15,02:02:50,51.57636822802848,0.09686905825730197,3,Flood (Over 3cm of water),Other,Darkness - lights unlit,50
2013-09-15,19:59:07,51.46853592664442,-0.026655664374398702,5,Frost / ice,Other,Darkness - lights unlit,70
2013-09-15,10:52:13,51.64160621218218,-0.06752427683060086,3,Flood (Over 3cm of water),Raining,Darkness - lights lit,20
2013-09-15,00:11:32,51.60861997411513,-0.30041608429458533,2,Frost / ice,Fog,Daylight,30
2013-09-15,08:02:06,51.325866217540224,-0.23421072380251245,1,Wet / Damp,Other,Darkness - lights unlit,30
2013-09-15,20:33:04,51.548450119636335,0.27270801035467385,2,Frost / ice,Raining,Daylight,50
2013-09-16,12:03:10,51.3941302203839,-0.30749981861649145,5,Frost / ice,Fine,Darkness - lights lit,40
2013-09-16,13:46:33,51.52300730586691,0.22131633860407085,5,Dry,Raining,Darkness - lights lit,50
2013-09-16,21:00:09,51.68275537705319,-0.035574796433810674,4,Frost / ice,Snowing,Darkness - lights lit,40
2013-09-16,01:26:49,51.6516248018209,-0.40136282690300173,1,Snow,Raining,Darkness - lights lit,50
2013-09-16,01:48:53,51.46180656124605,-0.12615009747594558,5,Frost / ice,Fine,Darkness - lights lit,30
2013-09-16,02:00:11,51.41660554333774,0.2588389738887007,1,Frost / ice,Raining,Daylight,70
2013-09-16,02:45:27,51.3937622977633,-0.16514752149011308,5,Wet / Damp,Fine,Darkness - lights lit,40
2013-09-16,21:31:03,51.513005947902606,0.1907092518314899,1,Frost / ice,Fine,Daylight,20
2013-09-16,06:49:54,51.34569938130322,-0.2948570442786338,2,Dry,Snowing,Darkness - lights lit,70
2013-09-17,20:47:32,51.5197100032513,-0.043262278559701606,1,Wet / Damp,Snowing,Daylight,40
2013-09-17,21:35:13,51.30053345579631,0.17508164656157899,3,Flood (Over 3cm of water),Other,Darkness - lights lit,60
2013-09-17,21:13:02,51.42953985229834,0.23655075293575645,2,Snow,Fine,Darkness - lights lit,70
2013-09-17,02:12:13,51.387973725532234,-0.11134130627895944,5,Snow,Fine,Daylight,20
2013-09-17,11:18:16,51.68848751598431,0.011750481716343297,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,50
2013-09-17,18:10:49,51.59089692782799,-0.49761589537413525,4,Frost / ice,Other,Darkness - lights lit,60
2013-09-17,18:46:56,51.43986135218489,-0.29742135398928826,3,Dry,Fog,Daylight,20
2013-09-17,01:41:29,51.337138034612245,-0.2770303170024434,4,Dry,Snowing,Daylight,50
2013-09-17,15:42:28,51.50672023787625,-0.42520559067645536,2,Dry,Snowing,Darkness - lights unlit,40
2013-09-18,07:15:23,51.38537915253041,-0.2762439893144186,4,Dry,Fine,Darkness - lights lit,50
2013-09-18,02:09:57,51.51457181835934,-0.24310237355348868,2,Frost / ice,Other,Darkness - lights unlit,30
2013-09-18,13:53:33,51.63414494167156,0.2750128316545547,4,Flood (Over 3cm of water),Fine,Daylight,20
2013-09-18,02:19:06,51.546317020840554,0.03488190444867012,1,Flood (Over 3cm of water),Snowing,Darkness - lights lit,40
2013-09-18,23:43:34,51.553515367818,-0.1591959364669246,2,Snow,Other,Darkness - lights unlit,50
2013-09-18,09:21:12,51.51641211562512,0.2904435685564075,2,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2013-09-18,04:54:13,51.670906253052564,-0.37741414381231103,1,Dry,Snowing,Daylight,40
2013-09-18,13:45:56,51.67276107376824,-0.11915904485561235,1,Frost / ice,Raining,Darkness - lights unlit,70
2013-09-18,07:15:40,51.505089280429424,0.01764976563923948,3,Wet / Damp,Fog,Daylight,20
2013-09-19,00:19:44,51.4223037948574,-0.4555354924127384,1,Wet / Damp,Raining,Daylight,40
2013-09-19,09:34:53,51.48383480235178,0.07359908646649505,4,Dry,Other,Darkness - lights unlit,20
2013-09-19,12:15:48,51.374623164878244,-0.4201061176624081,1,Snow,Raining,Darkness - lights unlit,40
2013-09-19,06:54:06,51.554537726127236,-0.3877741531202584,1,Wet / Damp,Fog,Darkness - lights unlit,40
2013-09-19,06:09:55,51.500036934312895,-0.3722483900303327,2,Dry,Snowing,Daylight,50
2013-09-19,01:33:26,51.34132019112531,0.2431118613244143,2,Frost / ice,Fog,Darkness - lights lit,60
2013-09-19,01:05:56,51.37905911244784,0.046588436110534204,1,Wet / Damp,Other,Darkness - lights lit,20
2013-09-19,04:35:55,51.49185278247981,0.024342000882483283,3,Dry,Raining,Darkness - lights lit,30
2013-09-19,05:11:30,51.65503559628755,-0.055605202828006295,2,Wet / Damp,Raining,Darkness - lights lit,70
2013-09-20,16:15:02,51.526556288252436,-0.2657552010439177,4,Frost / ice,Other,Darkness - lights lit,20
2013-09-20,13:34:09,51.57261400008339,-0.0032882363205188336,4,Flood (Over 3cm of water),Fine,Darkness - lights lit,40
2013-09-20,07:19:07,51.43561141989756,-0.17188022408908815,1,Flood (Over 3cm of water),Other,Darkness - lights unlit,70
2013-09-20,13:37:36,51.52856455721769,-0.3836670799259081,1,Frost / ice,Other,Darkness - lights lit,60
2013-09-20,17:44:11,51.47895192905523,0.051677832262186474,3,Frost / ice,Fog,Daylight,70
2013-09-20,22:38:22,51.56365196504927,-0.39633426565606183,1,Flood (Over 3cm of water),Fog,Daylight,20
2013-09-20,22:36:58,51.320230226431605,-0.34746513518306144,5,Frost / ice,Other,Darkness - lights lit,40
2013-09-20,19:30:11,51.497320086495584,0.1541594494780848,5,Frost / ice,Snowing,Daylight,70
2013-09-20,11:37:30,51.418397050057585,0.02809367690012321,1,Frost / ice,Raining,Daylight,30
2013-09-21,21:49:05,51.43047402451116,0.004792923370913971,5,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2013-09-21,07:44:03,51.68436697262323,-0.1654377725258207,4,Flood (Over 3cm of water),Fine,Darkness - lights unlit,70
2013-09-21,17:18:40,51.37307792508455,-0.18297558540850306,1,Wet / Damp,Raining,Darkness - lights unlit,50
2013-09-21,08:16:33,51.42449810103144,0.052210087348321,4,Flood (Over 3cm of water),Snowing,Darkness - lights lit,50
2013-09-21,10:58:36,51.50395703029235,0.09200443088723664,4,Wet / Damp,Other,Darkness - lights unlit,20
2013-09-21,04:57:37,51.64521077925985,-0.09182943810855154,5,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,20
2013-09-21,05:27:07,51.466668033282545,0.275415395478821,3,Snow,Raining,Darkness - lights lit,30
2013-09-21,17:10:22,51.59754611235527,0.2645596471350976,4,Wet / Damp,Fine,Daylight,50
2013-09-21,23:21:41,51.642549639285924,-0.17005640798979305,5,Frost / ice,Raining,Darkness - lights unlit,40
2013-09-22,14:30:48,51.42400654232874,0.15649780342652297,3,Snow,Raining,Darkness - lights lit,20
2013-09-22,15:29:58,51.45710007341548,-0.06538572672126769,5,Flood (Over 3cm of water),Other,Daylight,60
2013-09-22,12:15:16,51.44262248947534,-0.09059528995426036,5,Flood (Over 3cm of water),Raining,Darkness - lights unlit,50
2013-09-22,20:55:18,51.63314232344717,-0.4560287508970785,1,Snow,Other,Darkness - lights lit,40
2013-09-22,07:55:57,51.31773874478144,-0.040820231625351866,2,Dry,Other,Darkness - lights unlit,50
2013-09-22,19:48:54,51.42336843553147,0.2204623444505317,3,Frost / ice,Snowing,Darkness - lights unlit,70
2013-09-22,20:52:43,51.57176342303805,0.12410707935607368,5,Wet / Damp,Fine,Darkness - lights lit,30
2013-09-22,21:40:02,51.52617739982614,0.12905371575940972,4,Snow,Other,Daylight,60
2013-09-22,11:50:14,51.474515743717475,-0.3720567691389286,4,Wet / Damp,Fog,Darkness - lights lit,40
2013-09-23,03:32:00,51.51597929088855,-0.2132404422931491,2,Flood (Over 3cm of water),Snowing,Daylight,40
2013-09-23,16:00:08,51.379033834331324,-0.3134360666798114,3,Dry,Other,Darkness - lights lit,20
2013-09-23,20:01:35,51.472286648643205,-0.24726777403549122,1,Dry,Other,Darkness - lights lit,30
2013-09-23,23:31:34,51.50068119367054,-0.03636852520501965,3,Wet / Damp,Snowing,Darkness - lights unlit,30
2013-09-23,09:58:12,51.66047564878184,-0.20817294930380165,4,Flood (Over 3cm of water),Raining,Daylight,40
2013-09-23,21:27:22,51.40433406512159,-0.05144174602858714,4,Dry,Other,Daylight,50
2013-09-23,21:33:26,51.64713140086597,-0.14919900138033837,1,Frost / ice,Fine,Daylight,40
2013-09-23,00:15:24,51.55769656033039,-0.2707075532402179,1,Flood (Over 3cm of water),Other,Darkness - lights unlit,40
2013-09-23,14:15:22,51.30813633242704,-0.4236772526358731,4,Snow,Snowing,Darkness - lights lit,40
2013-09-23,07:21:18,51.58985253475976,0.21347076587582614,5,Snow,Fog,Darkness - lights unlit,40
2013-09-24,19:44:02,51.31422075101962,-0.49090130719628106,5,Snow,Snowing,Darkness - lights lit,40
2013-09-24,12:53:38,51.69895245072553,-0.49867800948642305,1,Frost / ice,Snowing,Darkness - lights lit,40
2013-09-24,17:16:57,51.64905467507648,0.16143819181083685,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,50
2013-09-24,22:27:26,51.41893749901602,0.29744875226063205,1,Wet / Damp,Raining,Darkness - lights lit,60
2013-09-24,20:29:22,51.40296449207868,0.081682262170925,3,Wet / Damp,Fine,Darkness - lights lit,70
2013-09-24,03:16:21,51.45257643284224,-0.4877809295496922,3,Flood (Over 3cm of water),Fine,Darkness - lights unlit,60
2013-09-24,01:31:55,51.44246678612578,-0.3186478186651893,3,Frost / ice,Other,Daylight,20
2013-09-24,10:02:13,51.448935127354154,0.27745816020956904,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,60
2013-09-24,22:55:08,51.42731061844779,0.1468834017390679,1,Wet / Damp,Snowing,Darkness - lights unlit,50
2013-09-25,21:22:26,51.54845336273933,-0.04656012495623113,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,40
2013-09-25,23:37:38,51.36570546548825,-0.31051143244771284,5,Snow,Fine,Darkness - lights unlit,30
2013-09-25,02:31:35,51.638392516978406,-0.4885038352586008,5,Flood (Over 3cm of water),Raining,Darkness - lights unlit,50
2013-09-25,05:41:10,51.624960993612525,-0.4833108218900728,2,Dry,Raining,Darkness - lights unlit,30
2013-09-25,11:58:49,51.49059328314211,-0.010415309175818677,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,20
2013-09-25,02:22:11,51.64109198611142,-0.4825344989180615,3,Wet / Damp,Snowing,Daylight,70
2013-09-25,10:17:18,51.398858028012114,0.2949041135402982,3,Wet / Damp,Fine,Darkness - lights lit,50
2013-09-25,11:51:14,51.30702618228158,-0.35329293320500954,2,Wet / Damp,Other,Darkness - lights lit,40
2013-09-25,22:54:36,51.54768317001193,0.06856588949542186,2,Snow,Raining,Daylight,40
2013-09-26,08:17:11,51.483163762785885,-0.37595222287006924,3,Wet / Damp,Fine,Darkness - lights lit,70
2013-09-26,15:52:54,51.526865818518345,-0.06792526312182834,1,Dry,Other,Daylight,70
2013-09-26,03:07:59,51.659735763607365,-0.4355109692270259,3,Flood (Over 3cm of water),Fine,Darkness - lights lit,50
2013-09-26,10:37:00,51.68797022942638,0.11342273962659455,3,Frost / ice,Fog,Daylight,50
2013-09-26,16:50:10,51.553781255902244,-0.03206312422013624,2,Wet / Damp,Fog,Darkness - lights unlit,40
2013-09-26,14:38:39,51.60562223594098,-0.43106664527886795,2,Flood (Over 3cm of water),Other,Daylight,30
2013-09-26,14:44:11,51.33352337339486,0.17886895136000447,5,Snow,Raining,Darkness - lights lit,50
2013-09-26,20:00:13,51.3642862339566,-0.062385108178638404,2,Flood (Over 3cm of water),Fog,Darkness - lights lit,70
2013-09-26,15:44:12,51.593281921981195,0.23727384801065443,3,Wet / Damp,Raining,Daylight,40
2013-09-27,18:12:04,51.4725461825552,0.2332986989424901,5,Wet / Damp,Other,Darkness - lights unlit,60
2013-09-27,23:02:16,51.478386108161764,0.236406231589266,3,Wet / Damp,Other,Darkness - lights lit,50
2013-09-27,01:47:50,51.42344307265417,-0.43777183983962564,1,Dry,Fine,Darkness - lights unlit,20
2013-09-27,18:46:38,51.5429425533911,-0.40323379059638126,1,Flood (Over 3cm of water),Other,Daylight,70
2013-09-27,11:36:38,51.37406601816648,0.29016464777295836,2,Frost / ice,Fine,Daylight,20
2013-09-27,14:51:13,51.550766511725556,-0.10991934288103522,5,Dry,Raining,Daylight,70
2013-09-27,05:31:20,51.36951954285409,-0.3094287577366819,4,Frost / ice,Fine,Darkness - lights unlit,50
2013-09-27,12:20:39,51.32553041388388,0.11573159079892648,1,Wet / Damp,Raining,Darkness - lights unlit,40
2013-09-27,03:58:28,51.43214307547962,-0.2885718230300144,1,Frost / ice,Fog,Daylight,30
2013-09-28,09:44:41,51.392456136803936,0.08177255041491394,1,Frost / ice,Raining,Daylight,50
2013-09-28,20:54:02,51.655596655422535,0.16982862227980888,1,Dry,Snowing,Daylight,20
2013-09-28,13:59:43,51.321981381547445,0.1274107018362245,2,Dry,Fine,Darkness - lights unlit,30
2013-09-28,02:43:57,51.37064547702965,-0.28076175344165166,5,Flood (Over 3cm of water),Fog,Darkness - lights unlit,60
2013-09-28,14:29:11,51.51948784223322,-0.1787051407366103,1,Frost / ice,Raining,Darkness - lights unlit,30
2013-09-28,10:13:44,51.49242687633899,-0.1693991974133789,2,Dry,Other,Daylight,60
2013-09-28,09:11:13,51.31834080734988,-0.10698166551642252,5,Flood (Over 3cm of water),Fine,Darkness - lights unlit,70
2013-09-28,07:18:19,51.30290097120606,-0.36610171876789116,5,Frost / ice,Raining,Darkness - lights lit,20
2013-09-28,16:21:01,51.69522717678446,-0.13802395966852604,4,Frost / ice,Fog,Darkness - lights unlit,60
2013-09-29,08:21:03,51.56353388014354,-0.0913736075876162,3,Wet / Damp,Other,Darkness - lights unlit,30
2013-09-29,19:17:33,51.446162452360625,-0.07463280273515804,1,Dry,Fine,Darkness - lights lit,20
2013-09-29,19:01:12,51.4881728990653,0.1559203439875666,2,Snow,Fog,Darkness - lights unlit,30
2013-09-29,04:01:46,51.406620048181715,-0.08613240121640381,5,Dry,Other,Daylight,50
2013-09-29,22:10:54,51.437949513477285,-0.31537286198905984,4,Wet / Damp,Snowing,Darkness - lights lit,30
2013-09-29,07:13:46,51.55961778690729,0.030502990595349777,3,Flood (Over 3cm of water),Other,Daylight,50
2013-09-29,07:41:12,51.65312471954695,0.13785131526930017,5,Dry,Fine,Darkness - lights lit,50
2013-09-29,10:40:17,51.37365200923247,-0.2445026668493906,5,Frost / ice,Snowing,Darkness - lights unlit,60
2013-09-29,14:33:33,51.63614460215413,0.0162447432140842,1,Snow,Raining,Darkness - lights lit,50
2013-09-30,18:04:26,51.348622651807304,-0.3824496032431899,3,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,60
2013-09-30,16:26:53,51.385996889435354,-0.22645895633754876,3,Dry,Snowing,Darkness - lights unlit,50
2013-09-30,14:09:31,51.314870115219854,0.22737914363970735,2,Flood (Over 3cm of water),Snowing,Daylight,70
2013-09-30,07:34:41,51.356324744837195,0.22904653053005664,4,Frost / ice,Other,Darkness - lights lit,20
2013-09-30,07:48:11,51.666921258185624,-0.039740337005549076,2,Snow,Snowing,Darkness - lights lit,60
2013-09-30,14:01:34,51.483775498647354,0.061881168692085375,4,Frost / ice,Snowing,Darkness - lights unlit,30
2013-09-30,05:10:10,51.33106634471134,0.1832123321647532,2,Snow,Raining,Daylight,60
2013-09-30,00:17:59,51.683890735215584,0.26684254825010134,4,Flood (Over 3cm of water),Snowing,Daylight,70
2013-09-30,12:59:11,51.65159692310346,-0.1080908477681844,1,Dry,Other,Darkness - lights unlit,20
2013-09-30,23:55:26,51.601873008347255,-0.05073941069917254,4,Snow,Fog,Daylight,50
2013-10-01,15:23:52,51.67338911677903,-0.1674867466817358,2,Frost / ice,Fog,Daylight,20
2013-10-01,08:35:51,51.38805176833431,-0.442414450354857,3,Snow,Other,Darkness - lights unlit,40
2013-10-01,22:27:43,51.634547717204036,-0.16175722204094523,5,Flood (Over 3cm of water),Other,Daylight,20
2013-10-01,21:44:51,51.575996478541725,0.13250187150646175,4,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,20
2013-10-01,16:37:52,51.647903699827076,0.143908398393223,4,Flood (Over 3cm of water),Other,Daylight,20
2013-10-01,02:00:35,51.61876462629705,0.2139016916746398,3,Dry,Snowing,Darkness - lights unlit,30
2013-10-01,22:58:53,51.43859802527073,-0.45882663585922473,1,Flood (Over 3cm of water),Fine,Darkness - lights lit,30
2013-10-01,17:25:12,51.6097594148069,-0.07827632833549286,2,Dry,Raining,Daylight,20
2013-10-01,05:57:53,51.40498252119396,-0.41406040965033897,1,Wet / Damp,Raining,Daylight,40
2013-10-02,18:46:07,51.43143686521122,-0.3394062534674053,4,Snow,Raining,Daylight,40
2013-10-02,22:10:23,51.34316228688919,0.2201732019044852,4,Frost / ice,Fine,Daylight,60
2013-10-02,08:57:10,51.67403064639219,-0.1025669932562433,1,Dry,Raining,Daylight,20
2013-10-02,23:29:33,51.416401345360114,0.10683593671729097,2,Dry,Snowing,Darkness - lights unlit,60
2013-10-02,19:07:56,51.50824898606858,-0.44849271525705536,4,Frost / ice,Fog,Daylight,50
2013-10-02,11:17:24,51.45653313458648,-0.1665387968601184,4,Snow,Raining,Darkness - lights unlit,40
2013-10-02,13:31:04,51.683971248233405,0.03939222453147018,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,50
2013-10-02,12:33:23,51.43401966837539,-0.39327481497742933,5,Snow,Snowing,Darkness - lights lit,50
2013-10-02,18:31:17,51.61141832856908,-0.23934569671545347,3,Dry,Snowing,Darkness - lights unlit,20
2013-10-03,07:03:45,51.642166461852476,-0.4483617559808934,4,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2013-10-03,23:33:37,51.47424259899238,0.021071952695608354,2,Wet / Damp,Other,Darkness - lights unlit,60
2013-10-03,23:52:41,51.45126872578117,0.27671300724649495,5,Frost / ice,Fine,Daylight,50
2013-10-03,19:23:26,51.59909832837305,0.1616363929142638,1,Snow,Fog,Darkness - lights unlit,20
2013-10-03,11:53:34,51.66515839212249,0.2796984934460526,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,30
2013-10-03,19:30:19,51.601972693228895,0.1764838360787172,2,Frost / ice,Fine,Darkness - lights unlit,40
2013-10-03,13:47:26,51.39085054623674,0.184156644957583,5,Snow,Raining,Darkness - lights lit,30
2013-10-03,11:04:44,51.65532309897508,-0.03825824370292591,2,Dry,Raining,Darkness - lights unlit,70
2013-10-03,19:15:22,51.45503266697473,-0.08539815086943203,4,Dry,Raining,Darkness - lights lit,60
2013-10-04,06:00:50,51.53049176471117,-0.1749965868577379,5,Dry,Raining,Daylight,60
2013-10-04,02:33:10,51.63257424771709,0.15447591603670396,3,Wet / Damp,Raining,Darkness - lights unlit,60
2013-10-04,10:36:36,51.3753579069602,-0.3543459101775803,3,Dry,Fog,Daylight,40
2013-10-04,10:57:29,51.61380405427102,-0.45502006734064543,2,Dry,Raining,Daylight,50
2013-10-04,11:01:01,51.53846511916427,0.25831505814774003,3,Dry,Snowing,Daylight,20
2013-10-04,08:15:09,51.65733665673105,-0.49697745183721836,2,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2013-10-04,22:20:28,51.36878816073742,0.28146345750068147,4,Frost / ice,Raining,Darkness - lights lit,50
2013-10-04,20:52:59,51.46827289481637,0.08308269589901263,4,Wet / Damp,Snowing,Daylight,40
2013-10-04,02:45:43,51.633137237146734,-0.23720086424173786,2,Snow,Fog,Darkness - lights unlit,70
2013-10-05,12:00:40,51.307692681382704,0.05825587446904823,4,Wet / Damp,Snowing,Darkness - lights lit,30
2013-10-05,12:42:40,51.34488054670626,0.15430012574810192,3,Frost / ice,Fine,Darkness - lights lit,20
2013-10-05,05:50:42,51.696226085102694,-0.30371035521085127,4,Dry,Fine,Daylight,60
2013-10-05,12:11:34,51.41215767143614,0.1167165466236656,3,Dry,Snowing,Darkness - lights lit,30
2013-10-05,01:54:29,51.69021727748959,0.14349570000659218,3,Snow,Raining,Darkness - lights unlit,70
2013-10-05,16:57:58,51.373012620403465,-0.3005162958997236,1,Wet / Damp,Raining,Darkness - lights lit,50
2013-10-05,15:45:59,51.444437777202936,-0.4664589164976132,4,Wet / Damp,Raining,Darkness - lights lit,20
2013-10-05,12:18:26,51.60114777780143,-0.33670217235352184,4,Snow,Snowing,Darkness - lights unlit,60
2013-10-05,15:22:51,51.56311136289527,-0.33948287288848444,2,Wet / Damp,Fine,Darkness - lights unlit,20
2013-10-06,05:48:38,51.532448959971624,-0.44780763665961343,2,Wet / Damp,Fine,Darkness - lights lit,50
2013-10-06,07:52:59,51.511959670322,0.08080590772415674,5,Wet / Damp,Fog,Darkness - lights unlit,40
2013-10-06,23:07:12,51.637376177465896,-0.1960200604332734,3,Snow,Fine,Darkness - lights lit,50
2013-10-06,00:49:22,51.39397942513335,0.20750893396308667,1,Snow,Fine,Darkness - lights unlit,40
2013-10-06,03:50:51,51.47698837079741,-0.2982631154678512,3,Frost / ice,Other,Daylight,60
2013-10-06,12:42:27,51.362180916862584,-0.13741426792005806,4,Wet / Damp,Fine,Darkness - lights lit,50
2013-10-06,14:32:29,51.538376638292284,0.011213943141410332,5,Frost / ice,Snowing,Daylight,50
2013-10-06,19:40:32,51.400217769708526,0.20197195973742244,3,Flood (Over 3cm of water),Raining,Darkness - lights lit,50
2013-10-06,15:39:16,51.433536825737356,-0.08030311870450013,5,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,50
2013-10-07,04:05:45,51.48850028664941,-0.20118029775009372,3,Wet / Damp,Raining,Daylight,40
2013-10-07,01:35:30,51.31070823428125,0.19361206277760712,4,Dry,Raining,Darkness - lights lit,40
2013-10-07,03:52:01,51.336775174368334,-0.25180286024991155,4,Flood (Over 3cm of water),Fog,Darkness - lights unlit,30
2013-10-07,19:45:38,51.574371688283286,-0.43646104029393884,3,Dry,Fine,Darkness - lights unlit,60
2013-10-07,23:05:11,51.471587992287006,-0.14396631399180798,1,Frost / ice,Fog,Daylight,60
2013-10-07,05:17:03,51.64591608879996,0.12807464519839362,4,Wet / Damp,Raining,Darkness - lights lit,40
2013-10-07,12:35:49,51.57786880145768,-0.4753753345971815,2,Frost / ice,Other,Daylight,30
2013-10-07,22:38:53,51.30324037665893,-0.03129420400832633,1,Frost / ice,Other,Darkness - lights lit,30
2013-10-07,23:08:06,51.54668493230685,-0.024428761178211078,3,Snow,Fog,Darkness - lights unlit,50
2013-10-08,11:39:39,51.33748994642389,0.24283341074190534,1,Wet / Damp,Fog,Darkness - lights unlit,30
2013-10-08,06:20:37,51.6123732719162,-0.27082814628398255,2,Snow,Fine,Darkness - lights unlit,60
2013-10-08,04:09:57,51.6966030753114,-0.27693070943144305,4,Frost / ice,Fog,Darkness - lights lit,20
2013-10-08,12:30:39,51.512479517696605,-0.14761307892825748,4,Dry,Fog,Darkness - lights lit,40
2013-10-08,05:48:43,51.573111800077655,-0.21446807882278784,4,Wet / Damp,Snowing,Darkness - lights unlit,50
2013-10-08,02:27:56,51.3949256643579,0.08907669015146147,2,Wet / Damp,Fog,Darkness - lights lit,30
2013-10-08,16:56:13,51.475039097501515,0.013401661705239709,1,Flood (Over 3cm of water),Fog,Darkness - lights lit,40
2013-10-08,00:48:07,51.642438132894554,0.10713683032501309,3,Dry,Snowing,Darkness - lights unlit,40
2013-10-08,17:42:03,51.3669691790985,0.15603343295895133,3,Dry,Raining,Darkness - lights unlit,40
